,Date,ETP journali�re (mm),Temperature (MAX) (�C),Temperature (MIN) (�C),Temperature (MOY) (�C),Relative Humidity (MAX) (% RH),Relative Humidity (MIN) (% RH),Relative Humidity (MOY) (% RH),Pyranometer (SOM) (W/m�)
0,01/01/18,1.45,18.0,4.2,9.0,100.0,19.6,71.6,14372.9
1,02/01/18,1.85,18.4,3.7,10.0,62.2,17.4,38.2,14703.1
2,03/01/18,2.07,17.4,4.4,10.0,75.1,35.8,53.1,14371.8
3,04/01/18,1.92,17.9,5.3,10.9,85.1,39.2,60.5,14445.2
4,05/01/18,1.92,16.7,5.6,11.9,99.3,32.2,61.3,14525.0
5,06/01/18,2.29,10.4,1.1,4.0,99.3,61.3,84.6,2763.3
6,07/01/18,0.41,4.9,0.2,2.1,100.0,57.9,85.4,10740.8
7,08/01/18,0.95,4.5,1.9,3.3,94.5,81.1,86.4,3967.8
8,09/01/18,0.49,10.1,3.4,7.1,88.0,52.5,77.1,9467.1
9,10/01/18,1.23,10.7,7.5,8.8,100.0,80.3,93.5,3932.4
10,11/01/18,0.46,10.9,3.6,7.1,99.9,70.9,91.1,8884.2
11,12/01/18,0.99,15.7,0.4,7.8,100.0,28.1,73.8,15584.0
12,13/01/18,1.9,14.3,4.9,9.2,100.0,29.1,65.5,13163.0
13,14/01/18,1.84,9.5,2.1,5.7,100.0,60.5,91.9,9570.1
14,15/01/18,1.0,8.2,0.9,4.0,100.0,55.2,86.2,13730.6
15,16/01/18,1.35,14.6,2.5,8.9,88.7,35.3,62.2,15516.4
16,17/01/18,2.08,15.3,2.7,8.4,81.4,29.4,55.5,15744.3
17,18/01/18,2.05,15.5,5.8,10.1,91.2,17.3,49.4,5272.7
18,19/01/18,1.3,10.5,5.7,8.0,100.0,71.2,86.0,6048.7
19,20/01/18,0.76,14.7,3.6,8.2,99.3,52.6,79.9,15837.7
20,21/01/18,1.93,15.7,3.8,9.0,74.0,17.9,52.2,16104.5
21,22/01/18,2.19,15.9,3.2,8.9,90.0,39.2,66.7,16051.4
22,23/01/18,2.09,16.9,4.6,10.0,91.2,32.4,65.8,16223.1
23,24/01/18,2.18,18.9,4.6,12.6,87.4,26.0,50.8,16312.5
24,25/01/18,2.52,14.7,4.8,8.0,96.0,38.9,74.6,12087.1
25,26/01/18,1.5,8.0,3.1,5.0,100.0,64.4,85.6,11368.4
26,27/01/18,1.14,7.3,0.2,3.0,98.5,56.4,81.1,12554.2
27,28/01/18,1.26,8.3,-1.0,3.7,86.5,52.9,69.7,15623.0
28,29/01/18,1.65,13.2,2.9,9.5,87.6,40.9,56.6,14166.7
29,30/01/18,2.76,15.5,8.0,12.2,60.7,32.6,41.5,12405.5
30,31/01/18,3.26,13.5,2.8,8.8,92.8,39.9,61.2,6851.6
31,01/02/18,1.48,12.0,1.9,7.4,98.6,49.7,74.5,14839.2
32,02/02/18,1.76,6.8,0.7000000000000001,4.0,100.0,69.5,90.0,7941.7
33,03/02/18,0.73,6.9,-1.5,1.9,93.4,37.0,67.6,17489.6
34,04/02/18,1.79,7.1,-0.9,2.6,99.7,40.4,70.0,8992.7
35,05/02/18,1.29,2.7,0.3,0.7000000000000001,100.0,79.1,94.9,10906.0
36,06/02/18,0.8200000000000001,2.3,-2.8,0.7000000000000001,100.0,78.7,92.1,5183.2
37,07/02/18,0.44,6.0,-1.0,2.0,87.2,49.0,72.9,19003.7
38,08/02/18,1.78,5.7,-1.6,2.2,96.3,68.1,84.4,11357.9
39,09/02/18,1.1,6.3,1.0,3.9,99.8,64.8,84.9,8963.9
40,10/02/18,0.9,7.6,4.0,5.4,98.2,79.6,90.7,5461.6
41,11/02/18,0.54,10.6,0.4,5.9,97.3,60.1,84.3,19084.0
42,12/02/18,2.02,12.1,1.8,7.3,98.5,57.8,79.7,18667.9
43,13/02/18,2.17,13.1,0.7000000000000001,6.9,100.0,56.5,84.8,19378.0
44,14/02/18,2.24,15.3,1.1,8.0,97.0,43.3,73.5,19745.7
45,15/02/18,2.44,17.2,4.7,10.3,75.2,15.2,46.0,19831.1
46,16/02/18,2.75,15.6,3.8,9.4,83.4,34.0,65.5,11003.2
47,17/02/18,1.65,13.7,0.9,6.9,98.4,61.3,81.5,20046.0
48,18/02/18,2.31,16.2,2.8,9.6,92.2,25.8,58.5,20072.4
49,19/02/18,2.68,12.8,4.0,8.1,94.6,55.2,75.6,18657.4
50,20/02/18,2.19,13.7,2.1,8.2,95.4,58.2,77.2,20368.2
51,21/02/18,2.43,13.6,3.4,8.1,92.3,47.2,75.5,14655.9
52,22/02/18,1.97,11.6,1.2,7.4,92.9,48.2,72.6,18971.8
53,23/02/18,2.18,13.5,-0.7,6.7,92.9,34.9,66.9,21614.2
54,24/02/18,2.67,11.5,4.6,8.1,98.0,61.1,83.0,9428.3
55,25/02/18,1.24,14.7,3.1,9.5,98.5,47.2,70.4,21007.5
56,26/02/18,2.69,17.9,6.2,10.0,99.5,30.6,67.7,13135.9
57,27/02/18,2.03,15.7,4.6,9.9,93.9,43.9,74.9,21991.5
58,28/02/18,2.74,18.2,3.4,9.9,95.2,34.1,69.0,17936.7
59,01/03/18,2.71,14.4,9.8,11.5,94.3,64.6,78.1,15994.2
60,02/03/18,2.13,17.5,10.1,13.3,80.4,51.5,67.4,22031.6
61,03/03/18,3.4,14.6,7.2,10.6,100.0,66.5,86.1,9424.8
62,04/03/18,1.38,13.1,8.1,10.3,87.1,52.9,74.1,19184.8
63,05/03/18,2.39,11.4,7.7,9.4,99.6,71.5,81.5,10496.7
64,06/03/18,1.46,12.9,6.5,10.2,100.0,73.0,88.2,7682.6
65,07/03/18,1.0,16.5,10.6,13.0,99.5,66.9,88.1,10760.0
66,08/03/18,1.46,14.8,9.8,12.6,100.0,80.5,92.6,11448.2
67,09/03/18,1.37,19.4,7.5,13.4,100.0,43.6,82.7,21121.3
68,10/03/18,2.99,17.9,9.3,13.1,99.6,52.1,80.8,18722.7
69,11/03/18,2.59,13.4,7.9,9.8,96.3,60.0,80.1,15516.8
70,12/03/18,1.99,15.2,7.3,10.3,96.9,51.1,74.2,21431.7
71,13/03/18,2.8200000000000003,16.1,6.3,11.3,100.0,57.8,81.0,18229.9
72,14/03/18,2.47,17.1,8.9,12.9,100.0,51.7,81.0,18021.1
73,15/03/18,2.52,13.7,5.8,10.0,100.0,50.5,81.1,7565.4
74,16/03/18,1.39,7.3,3.4,5.4,99.9,80.0,92.8,8129.4
75,17/03/18,0.72,11.7,4.2,7.9,91.8,51.8,70.3,20499.0
76,18/03/18,2.63,12.6,7.0,9.4,97.6,70.7,86.3,13273.5
77,19/03/18,1.49,12.6,7.6,9.7,97.5,60.4,78.7,20626.4
78,20/03/18,2.42,9.8,1.2,6.0,100.0,72.6,89.1,9597.3
79,21/03/18,0.97,7.0,1.2,4.1,94.7,68.9,83.1,14127.4
80,22/03/18,1.36,9.2,0.5,5.5,92.5,52.8,75.6,21866.8
81,23/03/18,2.3,13.3,0.9,8.0,94.8,38.1,71.2,25676.2
82,24/03/18,3.08,10.0,5.2,7.3,100.0,61.3,90.9,6905.8
83,25/03/18,0.79,11.3,4.6,7.5,100.0,61.3,86.3,9795.4
84,26/03/18,1.2,12.4,4.4,8.2,99.4,60.7,82.2,23448.4
85,27/03/18,2.8,16.6,2.1,10.1,91.8,32.7,65.0,26907.6
86,28/03/18,3.68,20.6,5.7,13.5,94.5,22.6,68.9,24460.7
87,29/03/18,3.79,15.5,7.4,11.1,100.0,63.4,83.6,15064.7
88,30/03/18,2.04,11.9,6.7,8.7,100.0,67.1,88.8,12688.5
89,31/03/18,1.49,15.2,6.3,10.3,94.2,54.5,76.4,24685.7
90,01/04/18,3.19,23.9,5.7,16.1,95.4,19.0,62.4,26432.9
91,02/04/18,4.31,14.7,8.8,11.7,98.3,70.1,87.8,15747.2
92,03/04/18,2.07,16.6,8.0,12.2,100.0,67.3,89.6,18205.9
93,04/04/18,2.49,15.4,8.3,11.8,100.0,67.4,88.1,22577.7
94,05/04/18,2.88,26.5,7.5,16.9,97.1,23.5,65.1,18293.8
95,06/04/18,3.38,18.0,9.8,11.9,100.0,56.5,89.4,9565.3
96,07/04/18,1.24,12.5,4.4,8.3,100.0,54.1,88.2,15816.7
97,08/04/18,1.73,10.3,6.1,8.0,100.0,74.2,88.6,12505.0
98,09/04/18,1.4,8.1,4.5,6.5,100.0,75.2,91.3,7805.2
99,10/04/18,0.8,11.3,4.0,8.4,98.7,60.3,79.1,20234.3
100,11/04/18,2.35,10.4,5.4,7.6,100.0,70.0,90.4,17379.7
101,12/04/18,1.56,14.8,5.8,9.5,99.6,49.1,74.7,24204.5
102,13/04/18,3.15,8.8,4.4,6.7,99.9,67.4,85.7,14828.4
103,14/04/18,1.52,12.5,6.0,8.6,100.0,65.6,87.7,21880.8
104,15/04/18,2.45,16.4,3.4,11.1,99.7,50.1,83.7,26911.4
105,16/04/18,3.53,18.0,7.5,13.4,98.5,68.0,84.3,29881.4
106,17/04/18,4.08,21.0,7.9,15.5,98.7,44.3,67.7,29321.9
107,18/04/18,4.5,24.3,11.4,18.5,80.5,23.8,50.9,29247.2
108,19/04/18,4.87,24.3,12.7,19.3,68.0,23.8,49.8,27824.1
109,20/04/18,5.16,23.6,13.3,17.7,99.2,27.4,65.6,23727.4
110,21/04/18,4.3,13.9,10.2,11.8,100.0,84.1,98.5,8222.0
111,22/04/18,1.04,14.5,7.5,11.3,100.0,85.0,96.7,10225.4
112,23/04/18,1.38,17.2,9.5,12.3,100.0,73.1,93.3,14661.2
113,24/04/18,2.05,14.1,9.0,11.5,100.0,80.6,94.7,6835.2
114,25/04/18,0.85,13.6,7.7,11.0,100.0,75.8,90.0,11568.6
115,26/04/18,1.48,16.5,10.4,12.9,100.0,74.1,92.6,18406.1
116,27/04/18,2.48,19.4,9.2,14.6,99.1,59.8,81.6,28084.6
117,28/04/18,4.0,13.3,9.1,11.7,100.0,92.9,98.6,5715.4
118,29/04/18,0.71,13.5,5.8,9.1,100.0,53.2,80.6,22673.8
119,30/04/18,2.68,13.0,6.0,8.6,94.8,64.3,83.4,17286.1
120,01/05/18,2.15,9.9,5.8,7.1,98.9,68.5,90.0,11304.1
121,02/05/18,1.22,14.0,1.3,8.2,99.9,57.7,79.6,27671.3
122,03/05/18,3.35,13.1,4.5,9.6,98.2,70.9,84.6,15536.8
123,04/05/18,2.03,15.1,6.9,11.3,98.8,66.8,84.2,17832.5
124,05/05/18,2.42,19.2,6.0,13.3,97.3,55.0,75.5,28000.3
125,06/05/18,3.92,20.9,9.9,16.0,99.5,42.8,65.8,18607.7
126,07/05/18,3.22,15.0,8.8,11.9,100.0,75.1,92.9,7921.4
127,08/05/18,1.0,16.2,8.8,12.3,94.1,67.1,85.8,13950.4
128,09/05/18,2.01,16.3,7.4,12.3,100.0,76.9,90.4,18933.3
129,10/05/18,2.53,17.7,10.0,13.5,100.0,77.3,92.5,17873.2
130,11/05/18,2.49,20.2,8.9,15.1,100.0,69.6,88.2,29396.5
131,12/05/18,4.28,17.8,10.2,13.1,100.0,61.7,89.9,22766.1
132,13/05/18,3.05,18.2,8.4,12.7,99.7,44.4,77.4,30074.8
133,14/05/18,4.0,20.4,5.9,14.0,96.1,40.4,68.2,31488.1
134,15/05/18,4.61,22.5,7.9,15.8,92.7,33.8,61.4,31132.0
135,16/05/18,4.85,22.6,10.7,17.1,95.8,42.6,61.8,25242.4
136,17/05/18,4.31,17.7,12.1,14.6,99.2,67.7,88.2,15890.4
137,18/05/18,2.25,19.4,11.0,15.7,99.0,54.0,80.0,23769.5
138,19/05/18,3.56,17.2,8.9,13.8,99.6,69.6,86.7,13155.5
139,20/05/18,1.9,19.7,6.8,14.2,94.6,44.5,72.4,30540.8
140,21/05/18,4.44,18.8,8.9,13.9,96.7,56.0,81.0,25625.8
141,22/05/18,3.56,22.5,8.6,16.3,96.0,46.7,71.7,30672.1
142,23/05/18,4.76,19.2,12.2,14.5,100.0,77.1,92.3,24243.4
143,24/05/18,3.38,13.4,11.4,12.3,100.0,97.9,99.9,4722.1
144,25/05/18,0.59,15.7,10.9,12.7,100.0,80.0,93.4,9800.4
145,26/05/18,1.33,18.4,10.5,14.2,99.6,65.7,84.8,17206.2
146,27/05/18,2.62,15.0,11.8,13.2,100.0,77.1,91.2,7391.9
147,28/05/18,1.09,18.4,9.3,12.8,100.0,60.7,87.5,19209.0
148,29/05/18,2.69,18.5,9.2,12.7,100.0,53.7,85.7,21762.2
149,30/05/18,3.07,19.6,10.4,13.9,100.0,54.4,83.9,24564.8
150,31/05/18,3.53,20.3,9.3,15.2,97.9,57.1,79.0,30479.2
151,01/06/18,4.32,20.8,12.1,15.6,97.6,61.3,82.3,25744.0
152,02/06/18,3.88,18.2,9.5,12.3,100.0,52.4,87.5,14209.1
153,03/06/18,1.92,21.6,6.6,14.4,98.0,34.3,73.6,32503.6
154,04/06/18,4.71,21.0,7.9,14.0,100.0,54.2,84.1,26203.2
155,05/06/18,3.79,18.1,10.5,14.1,99.9,54.6,78.6,19095.8
156,06/06/18,2.89,19.3,9.1,14.2,96.8,54.1,76.5,24818.2
157,07/06/18,3.65,22.6,7.5,16.0,100.0,50.3,71.6,31834.1
158,08/06/18,4.86,23.2,10.4,17.3,99.5,50.1,74.3,30679.7
159,09/06/18,4.85,14.5,11.9,13.3,100.0,90.6,99.1,5098.4
160,10/06/18,0.67,18.6,11.0,13.8,97.6,57.7,81.4,17422.0
161,11/06/18,2.6,20.2,9.6,14.0,100.0,55.3,80.8,26729.3
162,12/06/18,3.76,20.7,9.2,14.2,100.0,50.9,80.6,27292.3
163,13/06/18,3.99,22.3,8.3,15.4,100.0,41.5,76.1,31512.3
164,14/06/18,4.71,24.9,9.6,17.8,95.0,44.1,71.1,31216.4
165,15/06/18,4.94,29.2,12.5,21.5,89.3,32.9,59.2,30790.7
166,16/06/18,5.52,28.1,14.9,21.8,84.6,41.2,62.2,30505.5
167,17/06/18,5.37,29.4,15.5,22.6,88.7,30.7,62.1,25378.8
168,18/06/18,4.78,28.0,16.8,22.4,86.2,43.1,64.4,26760.2
169,19/06/18,4.8100000000000005,31.3,17.6,24.2,85.7,25.6,56.6,29980.2
170,20/06/18,5.96,26.1,14.9,20.3,88.5,50.6,70.5,29763.3
171,21/06/18,4.98,20.3,14.0,17.3,100.0,74.2,86.3,16228.0
172,22/06/18,2.49,23.7,13.8,18.1,100.0,61.4,84.1,27981.2
173,23/06/18,4.3,27.3,13.6,20.4,95.7,54.3,76.4,28989.7
174,24/06/18,4.93,20.5,15.6,17.4,100.0,76.8,91.7,15027.5
175,25/06/18,2.29,18.1,14.7,16.4,100.0,89.8,97.4,8286.2
176,26/06/18,1.23,24.6,14.3,18.6,100.0,62.0,84.2,26678.0
177,27/06/18,4.23,25.2,12.9,19.1,96.6,50.0,74.9,29348.0
178,28/06/18,4.78,24.0,13.4,18.5,95.6,52.5,75.5,27599.1
179,29/06/18,4.38,26.4,11.8,19.4,93.1,42.2,68.5,29863.7
180,30/06/18,5.06,25.0,13.3,18.5,90.0,46.9,72.9,19678.7
181,01/07/18,3.38,21.2,12.4,17.3,94.6,65.6,81.2,13013.1
182,02/07/18,2.13,25.9,10.9,19.0,95.2,43.4,67.8,29395.8
183,03/07/18,4.96,27.4,15.1,21.5,84.8,39.3,62.1,26859.3
184,04/07/18,4.79,25.4,14.5,18.8,96.9,50.7,74.4,26488.4
185,05/07/18,4.28,27.9,12.3,20.4,90.2,37.8,63.1,29323.4
186,06/07/18,5.12,29.3,14.3,22.6,84.2,38.1,58.0,26069.1
187,07/07/18,4.88,31.1,18.0,24.7,79.6,31.3,55.6,24296.8
188,08/07/18,4.76,31.2,17.0,24.4,85.2,37.1,59.3,28099.3
189,09/07/18,5.31,31.1,16.5,24.7,81.0,38.2,58.6,28357.3
190,10/07/18,5.46,30.1,16.8,23.8,86.2,23.4,51.0,30215.3
191,11/07/18,5.68,31.7,16.1,24.1,73.2,19.5,45.5,28864.0
192,12/07/18,5.52,24.8,14.1,18.9,94.1,53.8,75.0,28688.4
193,13/07/18,4.54,25.6,11.4,18.9,100.0,47.4,70.0,29647.3
194,14/07/18,4.95,28.0,12.8,20.6,80.5,43.0,63.7,26964.8
195,15/07/18,4.79,24.3,14.0,18.5,90.7,56.4,73.4,27156.7
196,16/07/18,4.39,26.5,11.7,19.5,90.9,33.9,62.0,28576.6
197,17/07/18,4.8100000000000005,32.6,15.5,24.6,77.4,30.4,51.1,27113.3
198,18/07/18,5.26,31.0,16.7,24.6,79.8,37.8,57.9,26106.7
199,19/07/18,5.02,30.4,20.8,25.6,73.9,37.4,53.0,24582.8
200,20/07/18,4.89,29.4,19.2,24.1,67.1,30.7,49.8,25855.6
201,21/07/18,4.97,30.7,17.4,23.9,73.1,17.1,47.6,23669.9
202,22/07/18,4.69,29.9,17.8,24.3,78.3,35.0,53.9,26407.1
203,23/07/18,5.03,31.5,17.3,25.0,73.0,34.7,52.5,27277.2
204,24/07/18,5.25,30.6,17.0,24.2,77.4,34.8,56.2,27045.5
205,25/07/18,5.13,29.9,16.3,23.4,83.7,38.5,59.2,27484.4
206,26/07/18,5.07,28.5,15.6,22.5,82.5,46.4,62.2,27448.3
207,27/07/18,4.85,29.9,17.5,24.0,79.7,42.0,59.4,27131.0
208,28/07/18,4.95,31.3,16.8,24.1,83.7,33.4,56.9,25758.4
209,29/07/18,4.77,29.7,16.0,23.2,81.7,30.1,53.7,26853.0
210,30/07/18,5.0,28.3,14.6,21.9,77.9,29.3,54.4,27695.1
211,31/07/18,4.9,30.1,16.0,23.5,72.0,31.6,51.0,25616.7
212,01/08/18,4.8100000000000005,34.7,19.9,28.0,71.4,18.6,37.7,8665.1
213,02/08/18,3.41,36.5,25.9,32.0,34.6,16.8,23.3,26949.2
214,03/08/18,7.24,35.2,22.7,29.6,40.4,11.8,24.9,28009.8
215,04/08/18,6.45,35.3,21.8,29.1,50.8,18.2,30.0,27379.2
216,05/08/18,5.95,34.9,21.8,29.1,52.8,11.4,25.7,28462.9
217,06/08/18,6.29,34.7,22.4,29.0,35.2,15.6,24.7,28188.7
218,07/08/18,6.06,34.7,21.7,28.4,40.9,18.4,30.1,27358.2
219,08/08/18,6.19,30.7,18.8,24.6,76.2,31.3,47.5,21025.7
220,09/08/18,4.27,26.9,14.6,21.1,82.4,40.9,63.6,28108.5
221,10/08/18,4.83,31.4,15.7,23.6,83.8,30.1,54.8,23745.1
222,11/08/18,4.64,33.8,18.4,26.8,59.3,15.8,36.7,27966.2
223,12/08/18,5.68,32.4,18.7,25.9,56.7,22.3,41.1,24922.3
224,13/08/18,4.96,31.2,18.1,25.0,58.7,26.1,41.0,27003.3
225,14/08/18,5.22,30.4,14.3,23.2,65.5,26.4,43.0,27844.0
226,15/08/18,5.18,28.8,15.2,22.3,76.5,34.1,51.1,27691.8
227,16/08/18,5.06,25.2,13.8,19.1,99.2,52.4,74.3,26704.4
228,17/08/18,4.33,28.4,13.8,21.5,86.5,42.0,63.0,26778.9
229,18/08/18,4.76,33.3,16.9,26.2,77.6,27.8,46.5,25044.2
230,19/08/18,5.22,34.4,23.4,29.2,59.2,26.5,38.7,25646.2
231,20/08/18,5.64,32.8,19.7,26.7,72.4,26.6,50.6,26398.1
232,21/08/18,5.33,30.8,18.3,24.9,76.5,32.6,53.5,26204.3
233,22/08/18,4.99,30.4,18.4,24.7,79.3,31.4,52.3,26281.4
234,23/08/18,5.01,31.0,17.9,24.7,73.3,25.7,50.8,26697.5
235,24/08/18,5.09,31.7,18.6,25.4,69.6,21.5,43.4,26532.0
236,25/08/18,5.28,30.9,17.9,24.7,61.7,26.0,42.4,25800.5
237,26/08/18,4.96,34.2,18.6,27.9,63.6,15.4,37.0,25329.5
238,27/08/18,5.63,36.0,18.5,27.9,86.3,15.5,35.6,19681.1
239,28/08/18,5.82,31.1,22.9,26.9,65.4,32.7,43.9,25337.7
240,29/08/18,5.54,26.4,16.2,21.2,98.2,44.3,72.3,24764.3
241,30/08/18,4.15,28.8,14.2,21.9,99.3,42.2,69.5,25631.9
242,31/08/18,4.6,32.2,15.2,24.6,87.2,27.4,51.3,25854.8
243,01/09/18,5.05,35.5,20.2,28.3,60.9,16.3,32.6,21721.6
244,02/09/18,5.42,34.7,19.9,28.3,67.4,15.1,31.0,16024.2
245,03/09/18,5.42,27.4,18.6,23.3,82.0,31.9,58.5,24610.5
246,04/09/18,4.85,27.5,16.0,21.3,87.6,37.9,64.8,25132.9
247,05/09/18,4.41,26.7,15.0,21.0,86.3,42.2,60.2,25090.5
248,06/09/18,4.42,25.1,13.9,19.9,86.5,48.1,66.8,17978.8
249,07/09/18,3.26,27.3,13.6,20.4,98.1,41.1,69.6,24908.3
250,08/09/18,4.42,17.4,14.5,15.8,100.0,83.1,95.7,3267.9
251,09/09/18,0.45,21.3,15.5,17.8,90.8,65.0,78.1,13583.3
252,10/09/18,2.21,26.5,14.5,20.5,92.1,54.9,73.1,21067.4
253,11/09/18,3.59,29.4,16.8,24.0,86.8,27.9,53.2,14870.0
254,12/09/18,3.43,25.7,18.2,21.8,77.7,44.6,59.4,12872.4
255,13/09/18,2.5700000000000003,20.4,15.6,17.5,99.9,68.9,88.8,7272.2
256,14/09/18,1.17,22.3,15.8,18.0,100.0,71.3,91.6,13734.9
257,15/09/18,2.18,23.8,14.0,19.3,98.4,61.3,81.4,18253.0
258,16/09/18,2.98,26.5,14.3,20.1,97.0,48.4,71.8,19976.8
259,17/09/18,3.5,28.4,17.4,22.9,84.0,32.6,60.1,23384.5
260,18/09/18,4.54,27.4,16.5,21.6,85.2,45.7,62.0,22334.6
261,19/09/18,4.08,28.7,16.4,22.3,79.0,35.9,57.5,22792.7
262,20/09/18,4.15,28.5,16.3,22.7,82.4,38.3,58.7,22702.7
263,21/09/18,4.14,28.1,15.5,22.1,90.7,35.3,59.9,22988.6
264,22/09/18,4.14,29.8,18.2,23.7,65.4,24.0,41.0,23753.5
265,23/09/18,4.84,30.3,19.8,24.6,46.1,21.5,32.9,24043.4
266,24/09/18,5.01,30.5,19.6,24.8,56.9,24.2,36.9,23342.9
267,25/09/18,4.92,29.6,16.0,23.6,64.7,24.1,41.3,23155.5
268,26/09/18,4.48,28.5,17.0,22.9,72.5,34.6,48.9,18669.1
269,27/09/18,3.71,27.0,15.0,21.6,81.8,39.4,56.2,22421.9
270,28/09/18,4.18,25.9,14.6,20.9,76.9,41.9,56.3,20001.5
271,29/09/18,3.6,25.7,14.7,20.0,94.1,47.9,63.9,18107.9
272,30/09/18,3.15,24.5,13.6,18.5,92.8,52.1,75.3,12507.3
273,01/10/18,2.16,23.1,14.5,18.3,85.0,50.7,68.1,17945.4
274,02/10/18,3.03,25.6,13.1,19.3,78.5,35.7,56.6,22576.8
275,03/10/18,3.93,25.6,13.8,19.9,66.9,32.4,49.4,22504.2
276,04/10/18,3.91,25.8,15.5,20.5,63.8,28.9,44.7,22120.3
277,05/10/18,3.87,27.7,15.1,21.8,55.3,21.0,36.0,22020.6
278,06/10/18,4.3,26.4,16.6,21.5,60.3,26.9,42.6,12867.0
279,07/10/18,3.08,25.1,15.3,20.0,72.1,32.3,50.6,20192.7
280,08/10/18,3.54,23.6,13.2,18.3,77.6,41.2,57.8,17642.6
281,09/10/18,3.05,21.3,13.8,16.8,96.6,51.3,75.3,5868.8
282,10/10/18,1.33,22.0,12.1,17.4,97.3,46.5,67.1,20565.9
283,11/10/18,3.23,19.6,12.9,16.3,100.0,75.0,89.7,9496.1
284,12/10/18,1.4,23.5,11.2,17.5,96.3,48.6,74.7,20546.3
285,13/10/18,3.28,27.8,14.1,21.6,81.6,34.0,54.5,20406.7
286,14/10/18,3.7,21.1,9.3,15.5,100.0,61.2,84.0,13190.8
287,15/10/18,1.98,17.8,9.1,11.7,100.0,58.7,88.3,14041.8
288,16/10/18,1.83,16.7,11.9,13.8,100.0,61.3,84.5,8200.1
289,17/10/18,1.22,17.0,12.6,14.3,100.0,73.1,91.2,11651.5
290,18/10/18,1.61,14.0,8.7,11.3,100.0,70.5,90.5,6888.0
291,19/10/18,0.84,15.6,10.0,11.9,99.1,61.6,82.8,14430.5
292,20/10/18,1.91,17.3,10.0,13.7,93.7,66.6,80.8,16280.8
293,21/10/18,2.25,19.6,9.9,14.5,94.6,55.8,79.2,18602.3
294,22/10/18,2.7,22.8,9.9,16.4,94.9,34.3,68.1,15831.0
295,23/10/18,2.65,16.7,11.4,14.3,100.0,55.9,91.3,6485.2
296,24/10/18,0.88,20.9,10.3,15.4,100.0,61.9,81.6,18635.0
297,25/10/18,2.77,23.1,11.1,17.1,90.9,39.7,67.6,17430.2
298,26/10/18,2.8200000000000003,20.2,12.2,15.8,100.0,57.8,83.7,9202.5
299,27/10/18,1.42,16.1,10.0,13.2,100.0,78.4,92.6,4950.3
300,28/10/18,0.75,10.0,0.2,5.7,100.0,80.9,94.0,1933.0
301,29/10/18,0.21,10.1,0.2,6.0,100.0,55.2,85.3,16229.2
302,30/10/18,1.59,11.7,4.8,8.0,100.0,63.5,81.8,10403.9
303,31/10/18,1.38,11.0,6.5,8.7,92.9,70.1,82.6,9737.8
304,01/11/18,1.36,13.8,9.7,11.1,99.7,78.3,93.7,9916.7
305,02/11/18,1.07,14.9,5.5,10.5,100.0,64.7,91.2,17420.3
306,03/11/18,2.1,14.8,7.7,10.6,99.2,71.9,88.3,16025.7
307,04/11/18,1.98,17.5,5.6,11.6,100.0,60.8,90.8,17480.8
308,05/11/18,2.27,13.6,6.4,9.6,100.0,71.3,93.2,4532.4
309,06/11/18,0.61,13.0,4.1,8.4,99.9,71.8,87.4,17277.2
310,07/11/18,1.97,15.6,4.2,9.6,100.0,68.8,88.2,16982.3
311,08/11/18,2.07,18.2,5.2,12.0,100.0,36.9,71.6,16083.0
312,09/11/18,2.35,12.6,7.1,9.9,100.0,72.5,92.5,11277.8
313,10/11/18,1.32,18.4,5.5,10.8,99.1,29.3,78.3,16339.1
314,11/11/18,2.18,22.3,5.9,13.7,85.7,24.8,57.8,16697.6
315,12/11/18,2.6,15.8,8.6,11.4,91.4,54.4,68.4,7708.2
316,13/11/18,1.12,15.7,8.2,11.3,98.1,54.8,77.3,7005.5
317,14/11/18,1.15,16.1,7.7,12.1,91.2,52.3,71.4,10039.6
318,15/11/18,1.46,16.5,7.3,11.1,91.6,58.4,77.8,12900.5
319,16/11/18,1.72,16.1,6.9,11.2,96.3,49.1,76.7,11915.3
320,17/11/18,1.66,15.5,5.9,10.6,93.1,58.6,78.7,12165.3
321,18/11/18,1.63,12.0,7.4,9.4,92.2,63.1,81.1,6124.8
322,19/11/18,0.9,10.4,7.0,8.3,93.2,71.2,83.0,10621.4
323,20/11/18,1.22,12.8,7.4,9.3,100.0,73.1,85.5,10373.0
324,21/11/18,1.26,14.8,7.1,10.5,97.8,43.5,80.4,9603.3
325,22/11/18,1.39,16.5,9.3,12.3,98.1,57.7,83.1,10789.8
326,23/11/18,1.53,12.4,8.4,10.1,100.0,72.3,94.4,5068.2
327,24/11/18,0.67,11.3,6.9,8.9,100.0,69.6,88.7,7967.6
328,25/11/18,0.96,12.9,8.6,10.8,91.8,59.4,76.9,6428.6
329,26/11/18,1.1,12.7,3.5,9.6,100.0,49.3,87.8,8547.5
330,27/11/18,0.91,16.3,1.3,8.5,89.7,21.2,58.0,15484.6
331,28/11/18,1.99,19.9,4.7,12.5,86.4,35.6,57.1,14856.8
332,29/11/18,2.22,18.7,7.0,12.3,88.5,46.4,69.9,14055.6
333,30/11/18,1.93,16.6,6.9,10.7,98.4,58.1,84.3,13077.5
334,01/12/18,1.6800000000000002,17.2,5.1,10.5,100.0,59.7,88.7,13819.6
335,02/12/18,1.71,20.3,6.1,12.4,84.8,29.0,59.2,13829.1
