,Date,ETP journali�re (mm),Temperature (MAX) (�C),Temperature (MIN) (�C),Temperature (MOY) (�C),Relative Humidity (MAX) (% RH),Relative Humidity (MIN) (% RH),Relative Humidity (MOY) (% RH),Pyranometer (SOM) (W/m�)
4622,10/06/19,5.52,24.4,9.2,17.3,85.4,32.0,58.5,34386.02
4623,11/06/19,6.0,26.6,9.6,18.7,88.9,19.5,55.1,35125.04
4624,12/06/19,6.21,30.6,11.6,21.6,74.2,22.7,46.0,33764.07
4625,13/06/19,4.91,27.0,14.4,20.0,94.3,43.2,65.2,27486.01
4626,14/06/19,2.22,21.5,13.1,16.1,96.9,59.5,81.0,14297.03
4627,15/06/19,5.91,28.0,10.0,19.5,85.8,28.0,52.9,34186.06
4628,16/06/19,5.85,27.6,12.9,20.5,77.0,32.8,52.0,32650.09
4629,17/06/19,6.58,31.6,12.3,22.5,80.0,22.4,48.7,34214.01
4630,18/06/19,6.15,29.0,13.3,21.6,69.4,29.7,46.5,32973.05
4631,19/06/19,6.18,28.6,13.8,21.5,77.3,29.9,47.5,33390.06
4632,20/06/19,5.78,27.3,15.0,20.6,84.6,38.1,62.2,32685.09
4633,21/06/19,5.66,27.8,14.8,20.9,83.9,30.8,58.4,32058.09
4634,22/06/19,6.65,32.1,14.5,23.5,80.1,24.9,50.0,33877.08
4635,23/06/19,6.36,31.0,14.8,23.1,77.7,30.4,51.9,33497.09
4636,24/06/19,6.37,30.6,14.8,23.2,68.9,29.4,48.8,33253.05
4637,25/06/19,6.66,32.5,16.2,24.4,83.5,34.2,54.4,33703.03
4638,26/06/19,5.95,29.8,16.7,23.0,79.8,41.4,59.1,31887.04
4639,27/06/19,5.37,28.3,16.0,21.6,92.3,49.5,71.0,29781.03
4640,28/06/19,6.35,31.8,14.8,23.3,89.3,38.5,62.4,33614.03
4641,29/06/19,5.91,31.6,16.3,24.2,79.8,41.2,59.2,31041.07
4642,30/06/19,5.74,30.3,16.5,23.8,89.2,44.2,64.3,31302.08
4643,01/07/19,6.06,31.1,16.3,23.4,90.2,33.5,62.7,32391.04
4644,02/07/19,5.88,29.0,15.5,21.9,89.8,39.7,64.6,33737.01
4645,03/07/19,5.61,27.8,13.8,20.8,87.2,42.5,63.9,32819.0
4646,04/07/19,5.92,30.3,13.4,22.3,90.2,28.5,57.5,32188.04
4647,05/07/19,3.93,30.0,16.3,23.7,73.9,39.3,55.8,20061.08
4648,06/07/19,3.77,28.5,19.0,23.9,82.5,41.8,56.3,18991.07
4649,07/07/19,2.6,24.0,18.1,21.1,79.4,57.0,69.0,14079.0
4650,08/07/19,4.2,27.3,15.0,20.0,90.3,38.3,67.5,23480.08
4651,09/07/19,5.96,28.4,12.9,21.3,91.2,32.5,59.6,33644.05
4652,10/07/19,6.26,32.4,14.4,23.4,80.8,26.6,53.3,32645.02
4653,11/07/19,5.9,33.5,18.0,25.3,76.2,31.6,53.1,29015.02
4654,12/07/19,4.93,30.3,20.7,24.7,75.7,46.2,60.7,24367.06
4655,13/07/19,5.89,32.1,18.5,25.0,83.9,36.6,60.6,30380.03
4656,14/07/19,6.51,33.5,17.8,25.4,80.3,21.5,52.6,32127.06
4657,15/07/19,6.71,34.1,17.0,26.0,74.5,23.1,49.1,33752.05
4658,16/07/19,5.96,33.0,17.2,25.2,80.6,33.8,55.7,30523.03
4659,17/07/19,4.8,28.3,16.5,21.5,88.2,41.6,66.4,27383.03
4660,18/07/19,6.32,33.1,13.4,23.3,90.1,22.9,55.0,32954.04
4661,19/07/19,6.33,35.4,19.5,27.3,68.1,27.5,47.3,30297.06
4662,20/07/19,6.24,34.4,19.1,27.0,74.9,35.1,53.8,30663.0
4663,21/07/19,6.22,33.7,19.9,27.1,76.7,40.6,57.6,30863.01
4664,22/07/19,6.36,37.1,21.3,28.5,86.6,29.7,56.7,31518.05
4665,23/07/19,6.3,34.8,20.8,28.3,86.6,35.4,57.6,31128.02
4666,24/07/19,7.16,37.5,20.2,29.6,81.7,23.6,48.3,31693.05
4667,25/07/19,6.69,35.8,20.9,28.8,75.7,23.9,49.3,30921.07
4668,26/07/19,5.74,31.1,18.2,24.0,84.7,24.8,59.0,29264.09
4669,27/07/19,5.5600000000000005,29.2,17.1,22.2,86.8,24.7,57.0,30501.03
4670,28/07/19,5.79,29.9,14.4,22.4,77.7,35.8,56.8,31741.02
4671,29/07/19,5.84,30.2,15.9,23.4,87.8,27.3,60.9,31540.01
4672,30/07/19,5.67,32.9,16.3,24.6,70.9,34.3,52.5,28451.02
4673,31/07/19,6.41,34.3,17.5,26.3,66.5,29.1,45.3,31955.03
4674,01/08/19,5.87,33.9,19.6,26.7,72.8,36.9,56.1,28615.06
4675,02/08/19,5.89,32.4,18.6,25.9,90.9,43.5,63.9,30681.07
4676,03/08/19,5.65,31.7,19.6,25.4,64.8,38.4,51.3,28758.06
4677,04/08/19,5.8,33.2,18.9,25.9,68.7,35.1,52.1,29814.01
4678,05/08/19,5.89,34.2,19.2,26.6,67.2,36.1,51.3,29639.07
4679,06/08/19,3.56,35.9,22.8,27.9,63.2,24.7,49.3,14486.02
4680,07/08/19,5.52,35.4,20.4,28.0,60.1,31.4,43.0,25301.07
4681,08/08/19,6.31,38.1,21.0,29.4,58.1,18.8,40.7,28930.09
4682,09/08/19,5.47,33.2,20.4,27.0,82.0,32.9,49.2,26714.09
4683,10/08/19,5.45,33.7,19.2,26.8,89.6,31.9,56.0,25917.04
4684,11/08/19,5.19,30.7,18.9,24.8,78.6,33.0,51.8,26260.0
4685,12/08/19,5.77,31.4,16.7,24.2,58.6,23.9,39.1,29531.02
4686,13/08/19,5.96,33.5,17.7,25.8,56.5,22.6,37.4,29972.0
4687,14/08/19,6.33,36.7,20.3,28.7,61.4,23.8,39.8,30119.09
4688,15/08/19,6.61,35.8,21.4,29.3,62.7,24.6,41.0,30462.06
4689,16/08/19,6.58,36.2,21.6,29.3,60.4,20.2,41.1,30878.09
4690,17/08/19,6.72,37.9,22.2,30.6,57.3,16.4,36.7,29885.02
4691,18/08/19,6.07,33.8,20.0,27.0,75.6,25.4,48.7,29641.08
4692,19/08/19,6.04,33.5,18.7,26.1,62.0,17.2,42.1,29824.09
4693,20/08/19,5.57,32.4,17.5,24.9,76.2,24.3,47.4,28788.02
4694,21/08/19,5.59,33.4,17.9,26.1,58.4,24.3,40.6,28499.01
4695,22/08/19,5.77,36.5,19.8,28.3,80.1,26.0,48.9,28602.08
4696,23/08/19,5.79,39.1,21.1,30.5,72.3,16.3,40.2,25030.01
4697,24/08/19,6.54,38.3,22.5,30.8,52.9,13.7,29.4,28232.07
4698,25/08/19,5.08,35.4,20.7,28.4,58.2,20.1,36.9,22830.04
4699,26/08/19,4.03,29.6,18.0,23.4,87.7,43.0,63.8,21106.03
4700,27/08/19,4.99,29.7,14.3,22.4,93.2,27.9,56.2,28039.02
4701,28/08/19,5.82,35.5,17.8,27.1,54.8,16.3,32.6,27284.07
4702,29/08/19,3.67,33.5,23.4,27.7,44.2,26.7,36.2,15956.04
4703,30/08/19,5.69,35.8,23.6,29.4,59.8,23.3,37.9,27999.02
4704,31/08/19,5.5,33.7,21.6,27.6,53.2,30.3,41.8,27197.06
4705,01/09/19,5.84,35.9,19.5,28.1,62.4,17.1,40.6,28396.07
4706,02/09/19,4.09,35.0,20.3,26.9,69.9,18.6,44.7,18999.07
4707,03/09/19,5.87,34.7,20.1,27.3,54.9,21.5,38.0,27540.06
4708,04/09/19,5.37,34.1,19.6,27.1,59.5,18.5,38.3,25809.08
4709,05/09/19,5.48,34.3,18.3,26.0,85.8,20.0,49.9,27617.06
4710,06/09/19,5.46,34.4,19.6,27.3,60.0,23.3,40.7,25779.01
4711,07/09/19,2.32,29.2,16.6,22.4,93.1,33.1,62.5,10517.09
4712,08/09/19,2.85,25.0,17.3,20.8,95.1,55.9,77.8,17383.03
4713,09/09/19,5.02,29.0,15.8,22.4,93.3,36.0,66.3,27585.03
4714,10/09/19,4.88,27.6,15.3,21.1,86.2,36.3,61.4,25670.03
4715,11/09/19,4.66,24.0,12.3,18.3,96.1,28.8,65.0,27334.02
4716,12/09/19,4.15,24.9,11.9,18.2,92.6,37.4,63.0,24489.04
4717,13/09/19,4.74,29.0,15.1,22.5,72.3,31.2,46.9,26382.02
4718,14/09/19,5.03,30.8,17.1,24.0,64.5,27.1,44.5,26078.09
4719,15/09/19,4.8,29.4,16.0,22.7,77.2,38.2,55.0,26340.04
4720,16/09/19,4.99,31.1,15.5,23.8,80.8,29.1,51.4,26306.0
4721,17/09/19,4.74,32.0,19.4,24.9,65.3,26.7,48.4,23201.04
4722,18/09/19,3.74,28.0,16.7,21.9,83.9,42.2,62.3,20326.07
4723,19/09/19,4.6,30.6,15.3,23.1,83.9,30.5,56.8,24572.08
4724,20/09/19,4.1,28.9,16.4,21.9,81.0,39.4,61.7,22376.0
4725,21/09/19,3.5,28.0,17.1,22.0,81.4,38.2,60.6,18514.0
4726,22/09/19,4.51,27.3,16.7,21.8,77.4,41.8,59.3,25321.01
4727,23/09/19,4.06,30.0,16.0,22.5,88.2,38.0,61.8,23023.01
4728,24/09/19,4.74,32.0,16.7,24.1,72.0,26.1,49.8,24950.05
4729,25/09/19,4.57,30.8,16.6,23.7,76.3,19.5,48.7,24535.03
4730,26/09/19,4.68,33.8,17.2,25.5,69.0,22.3,41.3,24162.05
4731,27/09/19,4.58,33.0,18.9,25.7,59.0,23.2,42.1,23830.01
4732,28/09/19,4.88,34.9,19.4,27.1,52.4,15.7,30.8,23895.09
4733,29/09/19,4.89,33.5,20.7,26.9,44.1,19.2,31.5,23422.03
4734,30/09/19,4.22,35.1,18.5,27.5,40.8,14.4,24.3,20784.08
4735,01/10/19,4.93,30.7,17.4,25.6,60.7,18.8,29.7,23382.03
4736,02/10/19,4.28,26.5,13.0,20.3,77.4,38.6,57.4,24079.07
4737,03/10/19,3.58,26.4,12.9,19.2,92.6,32.6,64.3,22455.08
4738,04/10/19,4.34,29.1,13.1,21.0,57.3,15.6,40.4,24176.04
4739,05/10/19,4.53,30.4,14.1,22.2,61.3,17.4,38.2,24002.09
4740,06/10/19,4.29,29.9,14.1,22.0,74.1,22.6,47.3,23228.04
4741,07/10/19,4.39,30.8,15.5,23.0,68.7,14.5,35.9,23108.04
4742,08/10/19,4.53,33.1,16.7,24.7,45.4,18.6,28.1,22854.02
4743,09/10/19,4.04,32.0,17.4,24.5,55.9,23.0,40.1,21013.04
4744,10/10/19,3.7,31.0,16.8,23.7,55.9,25.1,40.4,18723.0
4745,11/10/19,3.09,29.6,18.1,23.4,58.1,30.7,45.3,15954.09
4746,12/10/19,4.01,29.2,18.3,23.3,70.3,36.2,50.7,20925.02
4747,13/10/19,4.31,31.6,16.6,24.5,70.8,22.2,41.5,21500.05
4748,14/10/19,2.98,24.7,16.2,19.5,89.6,40.3,69.5,16724.01
4749,15/10/19,2.88,22.3,12.8,17.4,92.0,41.5,67.9,18012.03
4750,16/10/19,3.52,24.0,11.1,17.3,81.1,37.4,58.1,21431.05
4751,17/10/19,3.38,23.1,10.6,16.9,77.9,32.4,54.7,21176.05
4752,18/10/19,3.44,25.1,11.4,18.0,77.2,34.9,53.0,20703.0
4753,19/10/19,2.96,23.4,11.7,17.8,78.5,43.0,57.7,18647.07
4754,20/10/19,0.8200000000000001,16.6,12.3,14.1,94.9,65.7,80.6,5979.04
4755,21/10/19,1.42,17.5,10.7,13.9,98.0,55.1,75.6,8866.09
4756,22/10/19,1.44,15.2,8.4,10.8,98.1,57.2,80.1,11164.0
4757,23/10/19,1.8,15.8,10.0,12.3,84.0,54.2,69.6,10980.05
4758,24/10/19,2.92,19.6,7.4,13.3,88.2,42.2,67.4,20818.03
4759,25/10/19,3.33,26.1,10.8,17.9,73.1,24.9,45.9,20590.04
4760,26/10/19,3.44,28.9,13.9,20.6,56.2,23.1,40.0,19261.04
4761,27/10/19,3.29,26.3,14.7,19.7,63.6,32.3,47.6,19279.02
4762,28/10/19,1.83,22.2,13.3,16.9,93.2,48.1,73.8,11743.03
4763,29/10/19,2.7,23.8,13.8,18.4,92.0,57.4,75.5,16879.08
4764,30/10/19,2.96,23.4,13.7,18.3,90.4,42.9,68.5,18306.05
4765,31/10/19,2.79,23.0,13.1,18.1,81.9,50.8,67.8,17553.02
4766,01/11/19,2.43,23.2,15.8,18.9,96.8,56.7,80.9,14537.03
4767,02/11/19,2.7,25.0,13.8,18.7,98.1,46.5,77.6,15569.05
4768,03/11/19,1.81,21.5,14.7,17.4,98.2,63.5,82.5,9998.02
4769,04/11/19,0.9500000000000001,18.7,13.7,15.9,99.9,80.5,91.8,6905.02
4770,05/11/19,0.9400000000000001,18.4,8.9,13.3,95.7,61.2,84.3,6615.01
4771,06/11/19,2.27,17.6,6.9,11.8,91.7,49.8,75.4,16665.01
4772,07/11/19,2.42,18.2,7.2,13.1,94.2,52.7,75.3,17579.09
4773,08/11/19,1.44,14.9,7.2,11.6,93.6,54.7,77.4,9384.02
4774,09/11/19,2.4,16.7,4.1,9.8,92.1,31.2,66.8,17964.08
4775,10/11/19,1.23,14.7,5.2,10.1,90.5,61.0,78.1,7241.04
4776,11/11/19,0.67,13.7,9.4,12.0,95.0,81.3,90.2,4934.05
4777,12/11/19,2.0,17.4,11.7,14.0,95.9,57.9,82.5,14145.06
4778,13/11/19,2.26,17.6,8.8,12.6,94.8,53.7,79.2,16846.09
4779,14/11/19,2.17,17.4,6.6,11.4,96.7,52.1,79.9,15207.01
4780,15/11/19,0.41000000000000003,9.5,4.5,7.4,97.6,81.4,91.6,3507.02
4781,16/11/19,1.22,10.8,4.1,6.7,94.9,59.4,81.5,10335.05
4782,17/11/19,2.06,13.7,2.5,7.5,91.2,38.7,68.4,16807.06
4783,18/11/19,0.75,15.0,5.7,8.9,98.8,40.0,80.7,4634.01
4784,19/11/19,1.42,12.2,6.1,9.1,99.8,52.1,84.5,11410.03
4785,20/11/19,1.54,14.6,6.9,10.5,94.5,60.0,82.1,12376.09
4786,21/11/19,0.73,14.5,9.9,11.9,98.0,81.5,93.5,5419.06
4787,22/11/19,1.2,17.7,11.1,14.8,98.1,55.2,78.9,4575.08
4788,23/11/19,1.09,18.4,11.2,13.8,95.6,60.3,84.9,6298.02
4789,24/11/19,1.02,14.7,10.0,11.9,96.9,74.3,88.5,7659.02
4790,25/11/19,2.01,19.7,7.3,12.4,98.1,54.2,80.4,15237.07
4791,26/11/19,1.99,20.1,8.9,13.5,92.3,51.8,74.2,13724.08
4792,27/11/19,2.12,19.6,8.0,12.9,92.1,41.4,76.4,15257.01
4793,28/11/19,2.11,19.3,8.4,13.1,92.8,40.2,74.1,15059.02
4794,29/11/19,2.32,21.6,8.8,14.1,86.7,29.3,60.1,15563.05
4795,30/11/19,2.26,21.8,9.7,14.4,74.2,32.3,54.9,15055.07
4796,01/12/19,1.52,18.1,7.9,11.3,98.8,51.8,86.3,11655.09
4797,02/12/19,1.0,14.6,6.6,9.8,97.4,61.5,90.2,7758.0
4798,03/12/19,0.37,10.1,5.6,8.3,97.8,88.2,94.6,3392.05
4799,04/12/19,0.96,14.5,9.2,10.9,98.1,60.2,83.6,6389.03
4800,05/12/19,1.43,15.1,6.6,10.2,98.8,69.4,87.6,11597.04
4801,06/12/19,2.02,18.0,6.9,12.3,86.0,48.1,65.8,14588.07
4802,07/12/19,1.8,16.3,7.3,11.3,93.7,58.4,79.6,13382.05
4803,08/12/19,1.6600000000000001,16.2,7.5,11.0,95.1,62.8,82.9,12542.02
4804,09/12/19,1.83,15.4,5.9,10.4,91.4,51.3,76.3,14227.03
4805,10/12/19,1.82,16.0,5.5,10.4,97.1,64.4,83.9,14548.06
4806,11/12/19,1.7000000000000002,14.5,5.3,9.7,98.3,66.1,85.3,14329.0
4807,12/12/19,1.22,12.8,4.5,8.6,93.1,70.3,83.0,9922.09
4808,13/12/19,1.25,16.1,5.9,10.7,93.2,56.5,77.5,8898.0
4809,14/12/19,1.48,15.3,6.8,10.3,97.9,74.2,89.7,12287.07
4810,15/12/19,1.94,19.1,8.0,12.8,98.4,48.2,75.0,13621.01
4811,16/12/19,1.8,23.7,9.8,13.5,89.6,16.1,63.5,10263.07
4812,17/12/19,0.86,11.0,5.2,8.0,86.8,50.8,73.0,5489.08
4813,18/12/19,1.76,14.6,4.0,8.9,88.7,47.4,71.2,14196.0
4814,19/12/19,1.73,17.8,6.2,11.0,81.8,47.7,70.1,13183.01
4815,20/12/19,1.51,18.8,9.4,14.6,81.7,46.5,61.2,6514.06
4816,21/12/19,2.04,18.4,11.9,15.4,78.7,53.3,65.6,11435.08
4817,22/12/19,1.77,19.4,10.6,14.8,98.7,60.6,79.4,12221.01
4818,23/12/19,2.12,24.0,7.9,14.9,98.8,31.4,61.5,13688.09
4819,24/12/19,2.23,22.8,10.9,16.2,62.5,30.8,48.8,14324.05
4820,25/12/19,2.31,23.9,11.4,15.8,69.9,23.0,49.3,14331.09
4821,26/12/19,2.23,22.2,9.2,15.2,68.8,30.6,48.3,14122.07
4822,27/12/19,2.12,20.6,10.1,14.2,60.5,30.2,44.8,13631.0
4823,28/12/19,2.19,20.0,7.6,12.9,64.7,24.2,47.2,15023.02
4824,29/12/19,1.8900000000000001,17.7,6.7,10.9,77.8,46.1,61.8,14341.01
4825,30/12/19,1.82,14.7,4.7,9.2,77.5,50.6,64.7,14859.0
4826,31/12/19,1.9100000000000001,16.8,5.0,9.9,69.8,41.3,57.6,14797.03
4827,01/01/20,2.03,18.6,5.4,11.3,68.8,30.8,51.2,14438.03
4828,02/01/20,1.98,16.9,6.3,11.1,71.5,34.8,57.3,14471.02
4829,03/01/20,1.92,16.6,5.3,10.1,88.1,39.3,63.7,14306.03
4830,04/01/20,1.69,14.4,4.3,8.7,91.2,59.4,77.2,13981.03
4831,05/01/20,1.78,14.9,4.2,8.7,90.7,56.2,76.4,14467.07
4832,06/01/20,1.71,14.3,4.2,8.0,85.3,54.1,73.6,14330.09
4833,07/01/20,1.94,15.6,3.3,8.6,83.9,43.6,63.7,15379.08
4834,08/01/20,2.14,16.7,3.4,9.4,72.5,26.4,48.0,15550.01
4835,09/01/20,1.94,15.5,3.3,9.6,79.5,31.0,50.4,14201.06
4836,10/01/20,1.28,14.5,6.0,9.7,91.7,53.9,78.1,10004.03
4837,11/01/20,1.82,14.0,5.8,9.3,99.8,52.0,79.4,14425.09
4838,12/01/20,1.96,15.2,3.3,8.4,86.4,49.1,72.2,15792.05
4839,13/01/20,2.24,16.9,3.4,9.1,86.4,22.5,57.5,16045.08
4840,14/01/20,1.96,15.8,3.8,9.0,67.8,33.2,52.9,14620.07
4841,15/01/20,2.18,16.2,4.6,9.8,69.3,29.6,50.7,15757.02
4842,16/01/20,2.22,17.3,3.0,9.6,65.4,29.3,48.8,15644.06
4843,17/01/20,2.2800000000000002,18.3,4.7,10.2,59.2,19.6,43.9,15748.04
4844,18/01/20,2.23,19.4,4.4,11.4,55.2,21.5,42.2,14607.05
4845,19/01/20,0.75,12.3,6.6,9.3,97.6,47.8,81.0,5560.05
4846,20/01/20,0.99,9.8,4.3,6.8,98.5,70.8,87.5,8680.09
4847,21/01/20,1.58,12.2,1.8,6.6,95.4,51.6,81.2,13339.0
4848,22/01/20,0.9400000000000001,12.2,4.4,7.7,95.5,57.8,81.3,7992.05
4849,23/01/20,1.67,14.1,4.0,8.9,94.3,47.3,71.3,13255.06
4850,24/01/20,1.9100000000000001,15.0,5.1,10.1,94.9,50.6,75.5,14824.06
4851,25/01/20,1.21,14.6,5.0,9.2,91.6,50.0,75.5,8393.07
4852,26/01/20,1.71,14.0,5.2,9.4,95.9,59.6,80.8,14036.03
4853,27/01/20,2.18,15.0,3.5,8.7,95.3,49.5,76.3,17462.09
4854,28/01/20,2.44,18.7,4.0,10.3,89.0,21.0,59.6,17490.02
4855,29/01/20,2.5700000000000003,20.3,6.8,12.5,70.9,28.7,51.8,16872.01
4856,30/01/20,2.74,20.7,7.7,13.3,74.8,27.5,51.8,17617.05
4857,31/01/20,2.61,19.9,7.3,12.5,74.9,27.1,55.3,17537.05
4858,01/02/20,2.55,20.3,7.3,12.9,72.8,33.3,57.4,16839.08
4859,02/02/20,2.9699999999999998,22.7,8.0,15.1,74.1,35.3,51.9,18387.04
4860,03/02/20,3.04,23.8,10.3,16.1,68.2,26.7,46.1,18315.01
4861,04/02/20,3.0,23.4,9.5,15.5,66.5,26.9,50.1,18611.09
4862,05/02/20,3.04,24.1,9.2,15.7,64.6,27.6,46.7,18396.01
4863,06/02/20,2.69,21.3,7.5,14.1,74.9,40.9,57.7,18035.02
4864,07/02/20,1.65,16.3,10.1,12.8,92.3,51.1,70.3,11950.06
4865,08/02/20,2.31,17.9,7.0,11.9,93.5,52.3,78.4,17069.06
4866,09/02/20,2.71,19.3,5.6,12.2,92.9,39.3,69.1,18822.07
4867,10/02/20,2.88,20.4,6.2,13.6,81.0,36.1,57.6,19111.03
4868,11/02/20,3.16,22.8,8.9,14.9,74.6,23.6,49.1,19137.0
4869,12/02/20,3.04,22.6,8.8,14.4,81.4,24.8,56.9,18724.05
4870,13/02/20,2.59,18.5,7.9,12.4,97.0,49.9,78.6,18742.04
4871,14/02/20,2.96,21.7,7.6,13.8,91.2,28.5,60.2,19087.04
4872,15/02/20,3.27,23.2,9.2,15.5,62.3,25.5,46.9,19594.03
4873,16/02/20,3.48,24.5,10.1,16.2,54.9,17.4,40.7,20287.06
4874,17/02/20,3.36,22.4,9.0,14.7,86.1,24.8,48.5,20457.06
4875,18/02/20,2.71,18.7,5.6,11.7,99.4,39.8,80.1,19831.03
4876,19/02/20,2.29,19.0,7.5,12.6,99.2,47.3,77.3,15481.03
4877,20/02/20,2.4,21.9,9.6,14.7,87.8,32.0,65.8,14649.09
4878,21/02/20,3.19,20.6,9.4,14.2,88.7,45.1,66.5,20901.04
4879,22/02/20,3.58,24.8,7.4,15.0,85.3,16.1,57.4,21833.07
4880,23/02/20,4.03,24.5,9.7,17.0,74.8,13.7,31.5,22392.05
4881,24/02/20,4.18,25.6,10.6,17.0,50.9,15.7,30.2,21940.09
4882,25/02/20,3.2,19.1,5.8,12.3,92.5,33.2,63.8,22209.01
4883,26/02/20,2.99,18.0,6.5,11.7,97.8,40.1,75.1,22116.05
4884,27/02/20,3.55,22.4,5.7,13.6,88.6,20.8,54.7,22714.0
4885,28/02/20,4.04,26.6,8.9,17.2,66.7,16.6,39.0,21988.04
4886,29/02/20,3.61,21.5,9.2,15.7,84.2,28.3,49.1,21993.05
4887,01/03/20,2.89,20.0,9.4,14.5,92.7,48.5,74.2,19777.06
4888,02/03/20,2.38,18.6,11.0,13.9,94.7,51.5,80.3,15953.07
4889,03/03/20,3.49,22.0,8.5,14.8,95.1,36.2,69.4,22476.01
4890,04/03/20,4.0,25.3,9.3,16.6,75.9,26.5,50.2,23897.08
4891,05/03/20,2.66,17.2,8.9,13.3,94.8,52.0,68.1,20323.0
4892,06/03/20,3.03,16.3,7.1,11.2,96.7,41.2,74.6,23074.01
4893,07/03/20,3.43,19.4,4.5,11.8,93.0,28.5,63.2,24366.06
4894,08/03/20,4.26,23.5,7.1,15.5,66.3,16.2,36.6,24964.05
4895,09/03/20,4.23,22.7,7.9,14.8,65.7,13.0,36.3,24982.07
4896,10/03/20,4.37,25.6,7.8,16.2,58.2,19.6,37.5,24686.03
4897,11/03/20,4.93,29.3,11.6,20.6,51.7,20.4,33.6,24747.01
4898,12/03/20,4.35,26.7,12.1,19.4,51.5,18.5,33.9,22860.03
4899,13/03/20,2.9699999999999998,22.2,11.9,17.3,83.2,32.2,52.3,17116.0
4900,14/03/20,3.68,24.7,8.5,17.0,92.8,30.9,60.0,20167.09
4901,15/03/20,3.03,22.4,11.4,17.1,88.2,32.6,58.3,17416.04
4902,16/03/20,1.3599999999999999,15.1,8.2,11.6,95.6,65.2,80.4,10564.09
4903,17/03/20,2.49,16.4,7.4,10.6,81.9,44.1,63.5,17145.02
4904,18/03/20,2.7,22.5,6.8,15.1,88.3,28.5,61.9,14620.06
4905,19/03/20,3.24,25.4,11.8,17.0,81.6,26.7,58.9,18023.01
4906,20/03/20,1.46,16.3,10.8,13.1,97.4,56.0,82.0,10103.01
4907,21/03/20,1.7000000000000002,15.7,8.2,10.8,97.4,51.0,81.9,12646.07
4908,22/03/20,1.4,15.1,6.2,10.8,95.5,48.5,79.9,9891.03
4909,23/03/20,2.33,17.9,7.2,12.3,98.3,54.3,76.7,16944.02
4910,24/03/20,0.84,13.1,9.2,10.9,98.8,64.3,88.4,6461.0
4911,25/03/20,2.39,16.9,9.8,12.3,99.0,59.2,85.9,16664.01
4912,26/03/20,3.75,18.9,6.8,12.5,96.4,49.1,75.6,26518.05
4913,27/03/20,2.96,18.0,6.7,12.3,93.7,46.4,73.5,20433.01
4914,28/03/20,2.34,16.8,10.3,13.0,92.5,55.8,76.2,15635.07
4915,29/03/20,2.41,17.7,9.1,13.2,94.1,51.7,75.1,16060.01
4916,30/03/20,3.9699999999999998,20.9,7.1,13.9,96.3,37.3,68.0,26849.05
4917,31/03/20,1.75,19.1,9.0,13.5,96.9,50.2,82.8,11800.02
4918,01/04/20,1.19,13.6,10.2,11.6,97.6,74.7,90.7,8838.08
4919,02/04/20,2.33,15.0,6.8,11.2,97.2,54.5,77.3,17015.06
4920,03/04/20,4.14,20.1,4.8,12.4,96.7,37.9,67.5,29660.06
4921,04/04/20,3.14,22.0,9.8,16.1,67.6,30.4,50.5,17961.08
4922,05/04/20,4.04,23.1,9.7,17.1,83.2,40.3,61.1,24882.08
4923,06/04/20,3.7199999999999998,22.9,11.3,17.5,95.0,50.8,74.3,24392.04
4924,07/04/20,4.4,25.5,12.4,19.0,94.5,40.4,68.8,27011.06
4925,08/04/20,3.18,24.0,12.5,18.4,94.2,52.1,73.0,19954.05
4926,09/04/20,3.08,23.5,14.0,17.8,93.9,48.4,74.9,19067.01
4927,10/04/20,4.07,24.1,13.0,17.5,97.5,42.5,76.1,25382.05
4928,11/04/20,3.98,23.7,12.1,17.6,87.0,49.4,68.9,25295.04
4929,12/04/20,2.11,19.7,12.3,15.4,98.9,70.0,89.7,15073.0
4930,13/04/20,1.78,16.2,11.7,13.8,98.9,75.9,89.1,12940.07
4931,14/04/20,2.3,19.2,12.2,15.2,98.2,56.7,80.0,14905.03
4932,15/04/20,3.42,21.0,11.0,16.3,95.1,51.3,71.0,21967.03
4933,16/04/20,4.71,24.7,10.4,17.5,95.1,37.6,64.1,28491.07
4934,17/04/20,4.55,22.9,9.8,17.1,83.2,42.6,61.6,28890.04
4935,18/04/20,4.05,23.6,11.5,17.8,97.7,45.8,71.3,24739.01
4936,19/04/20,1.81,17.4,11.3,13.2,97.7,62.3,87.3,13198.06
4937,20/04/20,4.44,20.9,9.5,14.7,93.8,43.7,69.4,29411.03
4938,21/04/20,2.71,17.1,8.7,12.0,95.4,46.0,79.5,20525.0
4939,22/04/20,3.9,19.1,10.3,14.1,93.9,55.1,76.0,27938.0
4940,23/04/20,4.01,23.6,8.9,17.1,92.4,44.9,66.6,24214.05
4941,24/04/20,2.52,24.3,12.2,17.3,96.5,40.4,69.0,14090.09
4942,25/04/20,2.02,16.8,10.9,13.3,94.0,62.7,82.1,13742.03
4943,26/04/20,2.35,18.0,10.2,14.0,96.3,62.8,79.4,15670.02
4944,27/04/20,3.07,20.3,10.2,15.5,93.5,51.7,73.0,18843.06
4945,28/04/20,2.6,20.2,10.5,15.7,96.4,57.0,77.3,16946.03
4946,29/04/20,3.94,22.4,11.4,16.5,92.8,43.1,69.6,25971.05
4947,30/04/20,5.03,23.6,9.2,16.6,92.0,27.8,65.0,32074.0
4948,01/05/20,5.25,26.8,10.4,18.9,95.3,29.7,63.5,31955.08
4949,02/05/20,5.94,31.3,13.3,22.8,76.3,22.1,47.6,32243.02
